UserID,month_%
170,1.0
39,1.0
8,1.0
20,1.0
1096,1.0
46741,1.0
41969,1.0
28,1.0
1104,1.0
46726,1.0
32,1.0
46709,1.0
34,1.0
1111,1.0
41224,1.0
44,1.0
42083,1.0
53,1.0
59,1.0
61,1.0
62,1.0
63,1.0
1055,1.0
64,1.0
65,1.0
46850,1.0
95,1.0
1267,1.0
45727,1.0
46487,1.0
143,1.0
46112,1.0
150,1.0
104,1.0
46203,1.0
163,1.0
164,1.0
32201,1.0
42362,1.0
1514,1.0
15972,1.0
1544,1.0
180,1.0
46109,1.0
1533,1.0
185,1.0
33989,1.0
204,1.0
1538,1.0
34626,1.0
4438,1.0
99,1.0
97,1.0
66,1.0
77,1.0
84,1.0
41243,1.0
436,1.0
23015,1.0
5608,1.0
46505,1.0
46495,1.0
39934,1.0
47706,1.0
20854,1.0
23571,1.0
386,1.0
23793,1.0
373,1.0
46662,1.0
233,1.0
20355,1.0
240,1.0
242,1.0
46643,1.0
1150,1.0
246,1.0
24710,1.0
1151,1.0
248,1.0
432,1.0
46520,1.0
85,1.0
1234,1.0
88,1.0
92,1.0
46809,1.0
42007,1.0
46762,1.0
211,1.0
13914,1.0
1063,1.0
223,1.0
393,1.0
406,1.0
46763,1.0
412,1.0
416,1.0
46675,1.0
46536,1.0
46576,1.0
1195,1.0
46564,1.0
37214,1.0
46537,1.0
47742,1.0
46900,1.0
141,1.0
46005,1.0
1695,1.0
47518,1.0
47597,1.0
445,1.0
40773,1.0
6258,1.0
40817,1.0
454,1.0
459,1.0
6199,1.0
40958,1.0
462,1.0
6117,1.0
463,1.0
39572,1.0
480,1.0
47601,1.0
486,1.0
460,1.0
46481,1.0
543,1.0
40777,1.0
6543,1.0
40460,1.0
40430,1.0
47594,1.0
39727,1.0
46323,1.0
40771,1.0
39930,1.0
39284,1.0
47586,1.0
39571,1.0
39534,1.0
40541,1.0
499,1.0
8499,1.0
6542,1.0
508,1.0
39368,1.0
40618,1.0
40661,1.0
509,1.0
39217,1.0
39176,1.0
9018,1.0
39115,1.0
40686,1.0
515,1.0
519,1.0
39095,1.0
9353,1.0
647,1.0
7543,1.0
140,1.0
47467,1.0
1381,1.0
41543,1.0
46394,1.0
585,1.0
41952,1.0
595,1.0
45851,1.0
40388,1.0
607,1.0
45997,1.0
1569,1.0
40422,1.0
624,1.0
626,1.0
443,1.0
42217,1.0
106,1.0
45841,1.0
112,1.0
45820,1.0
42200,1.0
38948,1.0
136,1.0
41564,1.0
563,1.0
1441,1.0
41569,1.0
46319,1.0
650,1.0
659,1.0
1460,1.0
46296,1.0
637,1.0
1461,1.0
41678,1.0
46236,1.0
39964,1.0
1481,1.0
47338,1.0
46379,1.0
46436,1.0
47320,1.0
40068,1.0
679,1.0
40190,1.0
40213,1.0
549,1.0
47489,1.0
46430,1.0
1400,1.0
256,1.0
437,1.0
46605,1.0
2992,1.0
927,1.0
37584,1.0
900,1.0
43168,1.0
47166,1.0
46975,1.0
918,1.0
699,1.0
3577,1.0
45263,1.0
37952,1.0
3461,1.0
38031,1.0
956,1.0
700,1.0
45704,1.0
45692,1.0
1764,1.0
45675,1.0
745,1.0
43398,1.0
45660,1.0
45530,1.0
2007,1.0
43034,1.0
12591,1.0
43047,1.0
43961,1.0
3840,1.0
43048,1.0
909,1.0
3178,1.0
47137,1.0
46988,1.0
901,1.0
47237,1.0
983,1.0
43768,1.0
37555,1.0
43762,1.0
47191,1.0
265,1.0
46974,1.0
37547,1.0
44912,1.0
45490,1.0
1942,1.0
12621,1.0
45425,1.0
952,1.0
45584,1.0
722,1.0
2259,1.0
43208,1.0
2377,1.0
3653,1.0
2228,1.0
43196,1.0
45177,1.0
42936,1.0
2231,1.0
42386,1.0
42848,1.0
42782,1.0
44949,1.0
42515,1.0
2331,1.0
4209,1.0
42482,1.0
45057,1.0
4121,1.0
2363,1.0
45049,1.0
42385,1.0
42290,1.0
3950,1.0
43209,1.0
47240,1.0
3602,1.0
45558,1.0
47067,1.0
43524,1.0
2203,1.0
43359,1.0
45183,1.0
44981,1.0
41125,1.0
2381,1.0
4110,1.0
955,1.0
3608,1.0
42651,1.0
2394,1.0
44996,1.0
42657,1.0
44988,1.0
42668,1.0
42689,1.0
42775,1.0
3998,1.0
42626,1.0
907,1.0
2597,1.0
43072,1.0
44698,1.0
44130,1.0
47215,1.0
16924,1.0
44110,1.0
1010,1.0
44432,1.0
47201,1.0
41450,1.0
41442,1.0
47198,1.0
47196,1.0
44489,1.0
44684,1.0
2704,1.0
922,1.0
38560,1.0
41403,1.0
2718,1.0
44607,1.0
38613,1.0
2721,1.0
38646,1.0
2904,1.0
44166,1.0
29689,1.0
22921,1.0
275,1.0
41208,1.0
289,1.0
41162,1.0
1698,1.0
18667,1.0
44904,1.0
44382,1.0
2777,1.0
323,1.0
325,1.0
26199,1.0
41156,1.0
352,1.0
41376,1.0
367,1.0
368,1.0
370,1.0
222,1.0
2894,1.0
44186,1.0
38648,1.0
47013,1.0
7553,1.0
43617,1.0
43733,1.0
45041,1.0
38811,1.0
38683,1.0
43599,1.0
826,1.0
43151,1.0
3204,1.0
4349,1.0
