UserID,month_%
user_000001,1.0
user_000935,1.0
user_000407,1.0
user_000415,1.0
user_000540,1.0
user_000019,1.0
user_000350,1.0
user_000033,1.0
user_000709,1.0
user_000329,1.0
user_000319,1.0
user_000957,1.0
user_000262,1.0
user_000787,1.0
user_000249,1.0
user_000790,1.0
user_000802,1.0
user_000202,1.0
user_000807,1.0
user_000174,1.0
user_000874,1.0
user_000141,1.0
user_000882,1.0
user_000767,1.0
user_000912,0.9166666666666666
user_000872,0.9166666666666666
user_000707,0.9166666666666666
user_000091,0.9166666666666666
user_000453,0.8333333333333334
user_000716,0.8333333333333334
user_000374,0.8333333333333334
user_000751,0.6666666666666666
user_000986,0.5833333333333334
user_000880,0.5833333333333334
user_000079,0.5833333333333334
user_000974,0.5
user_000156,0.5
user_000337,0.4166666666666667
user_000228,0.3333333333333333
user_000204,0.25
user_000908,0.25
user_000267,0.16666666666666666
user_000373,0.08333333333333333
