UserID,ItemID,Timestamp,date2,year,month,date
4448,902,965087178,2000-07-31 23:46:18,2000,7,2000-07-01 00:00:00
4448,3793,965087267,2000-07-31 23:47:47,2000,7,2000-07-01 00:00:00
4448,3751,965087267,2000-07-31 23:47:47,2000,7,2000-07-01 00:00:00
4448,3578,965087349,2000-07-31 23:49:09,2000,7,2000-07-01 00:00:00
4448,3481,965087470,2000-07-31 23:51:10,2000,7,2000-07-01 00:00:00
4448,3328,965087482,2000-07-31 23:51:22,2000,7,2000-07-01 00:00:00
4448,3513,965087529,2000-07-31 23:52:09,2000,7,2000-07-01 00:00:00
4448,318,965087704,2000-07-31 23:55:04,2000,7,2000-07-01 00:00:00
4448,1213,965087704,2000-07-31 23:55:04,2000,7,2000-07-01 00:00:00
4448,593,965087735,2000-07-31 23:55:35,2000,7,2000-07-01 00:00:00
4448,296,965087735,2000-07-31 23:55:35,2000,7,2000-07-01 00:00:00
4448,50,965087753,2000-07-31 23:55:53,2000,7,2000-07-01 00:00:00
4448,2762,965087753,2000-07-31 23:55:53,2000,7,2000-07-01 00:00:00
4448,3006,965087779,2000-07-31 23:56:19,2000,7,2000-07-01 00:00:00
4448,1912,965087796,2000-07-31 23:56:36,2000,7,2000-07-01 00:00:00
4448,2571,965087812,2000-07-31 23:56:52,2000,7,2000-07-01 00:00:00
4448,2289,965087812,2000-07-31 23:56:52,2000,7,2000-07-01 00:00:00
4448,2028,965087832,2000-07-31 23:57:12,2000,7,2000-07-01 00:00:00
4448,319,965087854,2000-07-31 23:57:34,2000,7,2000-07-01 00:00:00
4448,1249,965087883,2000-07-31 23:58:03,2000,7,2000-07-01 00:00:00
4448,1265,965087894,2000-07-31 23:58:14,2000,7,2000-07-01 00:00:00
4448,265,965087920,2000-07-31 23:58:40,2000,7,2000-07-01 00:00:00
4448,2890,965087920,2000-07-31 23:58:40,2000,7,2000-07-01 00:00:00
4448,3147,965087937,2000-07-31 23:58:57,2000,7,2000-07-01 00:00:00
4448,2959,965087937,2000-07-31 23:58:57,2000,7,2000-07-01 00:00:00
4448,2439,965087950,2000-07-31 23:59:10,2000,7,2000-07-01 00:00:00
5100,920,962361638,2000-06-30 10:40:38,2000,6,2000-06-01 00:00:00
5100,952,962361638,2000-06-30 10:40:38,2000,6,2000-06-01 00:00:00
5100,1946,962361660,2000-06-30 10:41:00,2000,6,2000-06-01 00:00:00
5100,3741,962361735,2000-06-30 10:42:15,2000,6,2000-06-01 00:00:00
5100,3742,962361735,2000-06-30 10:42:15,2000,6,2000-06-01 00:00:00
5100,3700,962361759,2000-06-30 10:42:39,2000,6,2000-06-01 00:00:00
5100,3788,962361759,2000-06-30 10:42:39,2000,6,2000-06-01 00:00:00
5100,3724,962361787,2000-06-30 10:43:07,2000,6,2000-06-01 00:00:00
5100,3730,962361787,2000-06-30 10:43:07,2000,6,2000-06-01 00:00:00
5100,3731,962361787,2000-06-30 10:43:07,2000,6,2000-06-01 00:00:00
5100,3763,962361814,2000-06-30 10:43:34,2000,6,2000-06-01 00:00:00
5100,3723,962361828,2000-06-30 10:43:48,2000,6,2000-06-01 00:00:00
5100,3702,962361850,2000-06-30 10:44:10,2000,6,2000-06-01 00:00:00
5100,3789,962361890,2000-06-30 10:44:50,2000,6,2000-06-01 00:00:00
5100,3733,962361890,2000-06-30 10:44:50,2000,6,2000-06-01 00:00:00
5100,3734,962361890,2000-06-30 10:44:50,2000,6,2000-06-01 00:00:00
5100,3699,962361909,2000-06-30 10:45:09,2000,6,2000-06-01 00:00:00
5100,3735,962361909,2000-06-30 10:45:09,2000,6,2000-06-01 00:00:00
5100,908,962362002,2000-06-30 10:46:42,2000,6,2000-06-01 00:00:00
5100,1178,962362002,2000-06-30 10:46:42,2000,6,2000-06-01 00:00:00
5100,1237,962362002,2000-06-30 10:46:42,2000,6,2000-06-01 00:00:00
5100,3224,962362002,2000-06-30 10:46:42,2000,6,2000-06-01 00:00:00
5100,858,962362002,2000-06-30 10:46:42,2000,6,2000-06-01 00:00:00
5100,2019,962362002,2000-06-30 10:46:42,2000,6,2000-06-01 00:00:00
5100,912,962362025,2000-06-30 10:47:05,2000,6,2000-06-01 00:00:00
5100,1945,962362025,2000-06-30 10:47:05,2000,6,2000-06-01 00:00:00
5100,1221,962362025,2000-06-30 10:47:05,2000,6,2000-06-01 00:00:00
5100,3307,962362025,2000-06-30 10:47:05,2000,6,2000-06-01 00:00:00
5100,978,962362050,2000-06-30 10:47:30,2000,6,2000-06-01 00:00:00
5100,1104,962362050,2000-06-30 10:47:30,2000,6,2000-06-01 00:00:00
5100,306,962362050,2000-06-30 10:47:30,2000,6,2000-06-01 00:00:00
5100,1952,962362050,2000-06-30 10:47:30,2000,6,2000-06-01 00:00:00
5100,1207,962362050,2000-06-30 10:47:30,2000,6,2000-06-01 00:00:00
