user_id,item_id,timestamp,date
B000QOEN6W,A35OYALSHQZT6L,1388534400,2014-01-01
B002HTOX14,A2RLPCNSPSAQ0,1388534400,2014-01-01
B0051U6XZU,AIP7X9PXRM3KY,1388534400,2014-01-01
B001NSWJ16,A3BZRIM7SDJJ1L,1388534400,2014-01-01
B004PVS93K,A2LDOFIQ7F3VFQ,1388534400,2014-01-01
B001NSCBW8,A2SJ16XQK82GH7,1388534400,2014-01-01
B000TDSRVM,AC3P8IKGQ70IH,1388534400,2014-01-01
B00FNEBOK8,A2CC6B8H7BQRW5,1388534400,2014-01-01
B0013D6QP6,A35CU3H65B9MIR,1388534400,2014-01-01
B0013D6QP6,A35CU3H65B9MIR,1388534400,2014-01-01
B00HEOE70E,A3TAKOWWUZAYO6,1388534400,2014-01-01
B00961YP3M,A2QLL0JKNH428D,1388534400,2014-01-01
B00A8WGX6K,A3G51FUVQ4FKCL,1388534400,2014-01-01
B00D699RU6,A2QM1G77GKN9ZF,1388534400,2014-01-01
B00122JZ6A,A19NDNAIQOWX59,1388534400,2014-01-01
B00122JZ6A,A19NDNAIQOWX59,1388534400,2014-01-01
B00HL2J12S,A3SS0C9S26XLM1,1388534400,2014-01-01
B00BV8RLSY,AZ8CF1C10S67P,1388534400,2014-01-01
B0013D4IC4,A2L9TW6GA80FP,1388534400,2014-01-01
B009AI58OQ,A3F2PUUZ4AVHPG,1388534400,2014-01-01
B0013D4IC4,A2L9TW6GA80FP,1388534400,2014-01-01
B004X0XT2O,A12AW77IT0EENG,1388534400,2014-01-01
B000JLWI5U,AVLEBM0RCQOOT,1388534400,2014-01-01
B005QJW918,A2OELN8UT4PWSX,1388534400,2014-01-01
B0011ZV124,A34WY5BFNNCVM1,1388534400,2014-01-01
B00AAAKH80,A1LM7V4362P1K,1388534400,2014-01-01
B000WHQ3ZW,A1W72T6SHROEKK,1388534400,2014-01-01
B000091JTN,A1A54D386DBG8I,1388534400,2014-01-01
B00GRM4OYS,A8DLOBSK85G7G,1388534400,2014-01-01
B00FYEKMU0,A3H0MMKY2FJF09,1388534400,2014-01-01
B001NYROVU,AX5YD34WPNDNO,1388534400,2014-01-01
B0083L63YU,A1Z8HP5R5BCPWD,1388534400,2014-01-01
B00E82U786,A5QZ4BAT2TE4C,1388534400,2014-01-01
B0013K0SIU,AKHVEQDDBEAJA,1388534400,2014-01-01
B0065V01P2,A37T7U6DDOOL5B,1388534400,2014-01-01
B00157PG4M,A1W72T6SHROEKK,1388534400,2014-01-01
B006CIHR14,A2L0TBDKLUGIS1,1388534400,2014-01-01
B00G727P4E,A2DSFXG7N2QF7X,1388534400,2014-01-01
B00C10MFQE,A2P41Y76YST4QC,1388534400,2014-01-01
B005CL5MA0,A1C7N2T2SKT97F,1388534400,2014-01-01
B00ANGT0PM,A3CJEP1HIFTOTM,1388534400,2014-01-01
B001KVXJPG,A2YDJAEV4QHBRZ,1388534400,2014-01-01
B008FVKSBC,A3A6VL89KRINW3,1388534400,2014-01-01
B008BNARH4,AD4FFH7UN2YEP,1388534400,2014-01-01
B009CU8BOQ,A3J9JKCUO44NHV,1388534400,2014-01-01
B00GTMKMMY,A2CM0PTX6W5DB8,1388534400,2014-01-01
B00GRM4NZS,A8DLOBSK85G7G,1388534400,2014-01-01
B008YE1KDA,A2RLC3D0DHKQ2R,1388534400,2014-01-01
B00EWO0XUM,A3SBKBPK2LRA6V,1388534400,2014-01-01
B00137QRZQ,AWYYSBVF0AJ9C,1388534400,2014-01-01
B00CSTCI1A,A2BP60CFTS1TQW,1388534400,2014-01-01
B00G7HJFAQ,A6KNMMAE6O152,1388534400,2014-01-01
B003J5WO48,A1SZNLWN1FAMLL,1388534400,2014-01-01
B00E191OD8,AABQB7UORK5E8,1388534400,2014-01-01
B00FX8FWRU,A2IYGMH18D3NTX,1388534400,2014-01-01
B001KUJ17M,AW3EQ0Q3KKFQ6,1388534400,2014-01-01
B00118TYT8,A2AGT6KWKZ63LP,1388534400,2014-01-01
B001237DT0,A1BXTYO0L9PDXC,1388534400,2014-01-01
B001237DT0,AAD7XOVRWN388,1388534400,2014-01-01
B00137MQEC,A1JXUUXY7EMQYV,1388534400,2014-01-01
B001NTFRMI,A1WJRP2J4MOH0S,1388534400,2014-01-01
B001237DT0,A1BXTYO0L9PDXC,1388534400,2014-01-01
B00FX8FWRU,A3LPSX89P3UANB,1388534400,2014-01-01
B00123FY3M,A20H4MHYGGTB58,1388534400,2014-01-01
B00123FY3M,A20H4MHYGGTB58,1388534400,2014-01-01
B003UHNW9Q,A3KRONQEIVUSSY,1388534400,2014-01-01
B00122C1CU,A201QRZNUCD6US,1388534400,2014-01-01
B005FIKA6Q,A34WY5BFNNCVM1,1388534400,2014-01-01
B002R4K6AG,A1BH17V8BKLES,1388534400,2014-01-01
B00137VCQK,A3C6RAL3WZDYXZ,1388534400,2014-01-01
B001237DT0,AAD7XOVRWN388,1388534400,2014-01-01
